id  front  fgtId1  fgtId2  fgtId3  fgtId4  fgtId5  P1  P2  P3  P4  P5  P6  
435  3  1001  1002  1012  1013  1015  1  2  10  12  13  15  
436  8  1001  1003  1011  1012  1013  1  3  10  11  12  13  
437  4  1001  1004  1011  1012  1014  1  4  5  11  12  14  
438  6  1002  1004  1011  1013  1015  2  4  6  11  13  15  
439  7  1005  1007  1014  1017  1018  5  7  8  14  17  18  
440  4  1002  1006  1011  1012  1014  2  6  9  11  12  14  
441  3  1002  1003  1011  1013  1014  2  3  9  11  13  14  
442  5  1001  1003  1013  1015  1016  1  3  9  13  15  16  
443  7  1003  1006  1015  1017  1018  3  6  9  15  17  18  
444  1  1001  1006  1011  1012  1014  1  6  9  11  12  14  
445  5  1002  1003  1016  1017  1018  2  3  4  16  17  18  
446  2  1004  1007  1014  1015  1017  4  7  9  14  15  17  
447  7  1001  1003  1011  1015  1018  1  3  4  11  15  18  
448  2  1002  1007  1012  1014  1016  2  7  8  12  14  16  
449  8  1002  1003  1016  1017  1018  2  3  9  16  17  18  
450  2  1006  1007  1011  1012  1014  6  7  8  11  12  14  
451  4  1005  1006  1011  1013  1015  5  6  7  11  13  15  
452  2  1005  1006  1013  1014  1016  5  6  8  13  14  16  
453  6  1002  1007  1012  1013  1016  2  7  8  12  13  16  
454  6  1001  1002  1012  1015  1017  1  2  4  12  15  17  
455  4  1001  1006  1011  1012  1016  1  6  8  11  12  16  
456  4  1001  1007  1011  1013  1015  1  7  10  11  13  15  
457  5  1001  1002  1012  1013  1015  1  2  9  12  13  15  
458  9  1005  1007  1012  1016  1017  5  7  8  12  16  17  
459  8  1001  1003  1013  1015  1016  1  3  10  13  15  16  
460  3  1002  1003  1012  1014  1015  2  3  4  12  14  15  
461  8  1003  1004  1011  1013  1018  3  4  6  11  13  18  
462  7  1003  1004  1014  1015  1018  3  4  9  14  15  18  
463  8  1004  1006  1011  1014  1016  4  6  7  11  14  16  
464  1  1005  1006  1013  1016  1018  5  6  10  13  16  18  
465  5  1005  1006  1013  1015  1016  5  6  9  13  15  16  
466  5  1002  1006  1012  1013  1016  2  6  10  12  13  16  
467  7  1001  1002  1011  1013  1017  1  2  8  11  13  17  
468  7  1002  1003  1011  1013  1016  2  3  7  11  13  16  
469  2  1001  1007  1014  1016  1017  1  7  8  14  16  17  
470  6  1003  1006  1013  1014  1016  3  6  10  13  14  16  
471  4  1001  1006  1011  1017  1018  1  6  10  11  17  18  
472  7  1001  1007  1014  1015  1016  1  7  10  14  15  16  
473  9  1003  1006  1011  1012  1013  3  6  9  11  12  13  
474  4  1004  1006  1011  1013  1015  4  6  7  11  13  15  
475  1  1002  1004  1011  1013  1018  2  4  7  11  13  18  
476  9  1004  1006  1011  1014  1018  4  6  8  11  14  18  
477  4  1003  1004  1011  1013  1018  3  4  7  11  13  18  
478  9  1004  1006  1012  1015  1018  4  6  10  12  15  18  
479  3  1001  1005  1015  1017  1018  1  5  9  15  17  18  
480  5  1002  1003  1012  1017  1018  2  3  10  12  17  18  
481  5  1002  1004  1013  1017  1018  2  4  8  13  17  18  
482  10  1001  1002  1011  1017  1018  1  2  6  11  17  18  
483  4  1002  1006  1014  1016  1017  2  6  9  14  16  17  
484  5  1004  1005  1011  1012  1018  4  5  7  11  12  18  
485  4  1004  1006  1013  1016  1017  4  6  10  13  16  17  
486  4  1003  1004  1011  1012  1013  3  4  6  11  12  13  
487  4  1006  1007  1011  1012  1017  6  7  9  11  12  17  
488  10  1001  1002  1011  1014  1018  1  2  8  11  14  18  
489  9  1001  1003  1014  1015  1016  1  3  7  14  15  16  
490  7  1001  1002  1014  1017  1018  1  2  9  14  17  18  
491  5  1005  1006  1012  1013  1014  5  6  7  12  13  14  
492  1  1001  1002  1012  1016  1017  1  2  7  12  16  17  
493  1  1001  1004  1011  1016  1018  1  4  5  11  16  18  
494  2  1001  1006  1012  1013  1017  1  6  8  12  13  17  
495  9  1004  1006  1011  1012  1017  4  6  9  11  12  17  
496  4  1002  1003  1011  1017  1018  2  3  7  11  17  18  
497  4  1003  1006  1011  1017  1018  3  6  9  11  17  18  
498  7  1001  1003  1014  1017  1018  1  3  5  14  17  18  
499  5  1001  1006  1013  1016  1017  1  6  9  13  16  17  
500  3  1002  1006  1014  1015  1017  2  6  10  14  15  17  
501  3  1001  1002  1014  1015  1016  1  2  5  14  15  16  
502  9  1004  1006  1011  1013  1017  4  6  9  11  13  17  
503  9  1002  1004  1012  1014  1017  2  4  7  12  14  17  
504  3  1001  1002  1012  1014  1018  1  2  5  12  14  18  
505  8  1006  1007  1012  1013  1014  6  7  10  12  13  14  
506  3  1004  1006  1011  1012  1015  4  6  7  11  12  15  
507  3  1003  1004  1014  1016  1017  3  4  6  14  16  17  
508  6  1001  1007  1012  1015  1017  1  7  10  12  15  17  
509  10  1003  1004  1011  1013  1014  3  4  9  11  13  14  
510  10  1005  1007  1011  1016  1017  5  7  9  11  16  17  
511  8  1001  1004  1011  1016  1018  1  4  9  11  16  18  
512  10  1001  1003  1012  1013  1014  1  3  10  12  13  14  
513  7  1001  1003  1012  1013  1016  1  3  5  12  13  16  
514  10  1001  1002  1014  1016  1018  1  2  10  14  16  18  
515  7  1001  1002  1011  1015  1016  1  2  5  11  15  16  
516  5  1001  1003  1011  1012  1016  1  3  7  11  12  16  
517  3  1002  1006  1012  1017  1018  2  6  9  12  17  18  
518  7  1001  1002  1011  1014  1018  1  2  5  11  14  18  
519  1  1001  1002  1013  1016  1018  1  2  9  13  16  18  
520  6  1001  1003  1014  1017  1018  1  3  4  14  17  18  
521  8  1002  1004  1013  1016  1018  2  4  6  13  16  18  
522  3  1002  1007  1012  1016  1018  2  7  10  12  16  18  
523  5  1004  1006  1015  1017  1018  4  6  9  15  17  18  
524  2  1006  1007  1011  1017  1018  6  7  9  11  17  18  
525  10  1003  1004  1011  1012  1017  3  4  6  11  12  17  
526  7  1002  1007  1011  1015  1016  2  7  9  11  15  16  
527  2  1003  1004  1014  1015  1018  3  4  5  14  15  18  
528  4  1001  1003  1013  1016  1018  1  3  7  13  16  18  
529  5  1001  1002  1014  1016  1018  1  2  5  14  16  18  
530  4  1001  1003  1011  1012  1017  1  3  8  11  12  17  
531  9  1001  1002  1015  1016  1018  1  2  5  15  16  18  
532  9  1001  1002  1013  1014  1018  1  2  9  13  14  18  
533  7  1002  1005  1013  1014  1016  2  5  8  13  14  16  
534  5  1005  1007  1011  1014  1015  5  7  8  11  14  15  
535  3  1006  1007  1011  1013  1014  6  7  9  11  13  14  
536  10  1001  1003  1011  1012  1018  1  3  9  11  12  18  
537  3  1001  1002  1011  1012  1018  1  2  3  11  12  18  
538  4  1001  1004  1011  1012  1013  1  4  5  11  12  13  
539  2  1001  1002  1011  1013  1017  1  2  8  11  13  17  
540  3  1001  1006  1015  1016  1018  1  6  10  15  16  18  
541  8  1003  1004  1013  1014  1017  3  4  10  13  14  17  
542  7  1002  1006  1012  1014  1015  2  6  10  12  14  15  
543  3  1001  1002  1011  1015  1016  1  2  5  11  15  16  
544  9  1001  1004  1014  1015  1017  1  4  7  14  15  17  
545  9  1002  1003  1011  1013  1018  2  3  9  11  13  18  
546  4  1001  1006  1011  1012  1013  1  6  7  11  12  13  
547  4  1002  1004  1014  1017  1018  2  4  8  14  17  18  
548  7  1002  1004  1012  1015  1018  2  4  5  12  15  18  
549  1  1001  1005  1011  1014  1016  1  5  10  11  14  16  
550  8  1002  1007  1011  1012  1016  2  7  9  11  12  16  
551  2  1001  1002  1011  1013  1018  1  2  5  11  13  18  
552  1  1003  1005  1014  1017  1018  3  5  10  14  17  18  
553  3  1001  1002  1013  1017  1018  1  2  4  13  17  18  
554  8  1004  1005  1013  1014  1017  4  5  7  13  14  17  
555  4  1004  1005  1011  1014  1016  4  5  7  11  14  16  
556  8  1001  1003  1014  1016  1018  1  3  10  14  16  18  
557  5  1001  1006  1012  1014  1018  1  6  7  12  14  18  
558  3  1002  1003  1012  1015  1018  2  3  8  12  15  18  
559  2  1001  1002  1015  1017  1018  1  2  8  15  17  18  
560  1  1001  1003  1011  1012  1013  1  3  7  11  12  13  
561  5  1001  1003  1014  1017  1018  1  3  10  14  17  18  
562  5  1002  1003  1012  1015  1017  2  3  5  12  15  17  
563  7  1002  1003  1012  1013  1015  2  3  4  12  13  15  
564  6  1001  1002  1012  1016  1017  1  2  7  12  16  17  
565  6  1002  1006  1011  1012  1018  2  6  8  11  12  18  
566  3  1002  1005  1015  1017  1018  2  5  6  15  17  18  
567  9  1002  1003  1012  1016  1018  2  3  8  12  16  18  
568  8  1001  1006  1011  1013  1014  1  6  9  11  13  14  
569  10  1001  1003  1013  1014  1018  1  3  7  13  14  18  
570  1  1001  1004  1012  1017  1018  1  4  7  12  17  18  
571  4  1002  1006  1012  1014  1015  2  6  10  12  14  15  
572  5  1001  1002  1014  1016  1017  1  2  10  14  16  17  
573  7  1002  1004  1015  1017  1018  2  4  8  15  17  18  
574  2  1005  1007  1012  1014  1018  5  7  10  12  14  18  
575  3  1002  1005  1013  1015  1018  2  5  6  13  15  18  
576  8  1001  1005  1011  1012  1018  1  5  8  11  12  18  
577  5  1002  1005  1012  1013  1014  2  5  7  12  13  14  
578  9  1005  1007  1011  1013  1014  5  7  8  11  13  14  
579  4  1001  1003  1011  1014  1016  1  3  8  11  14  16  
580  2  1001  1004  1011  1015  1016  1  4  6  11  15  16  
581  4  1001  1003  1011  1012  1013  1  3  6  11  12  13  
582  3  1001  1005  1011  1012  1015  1  5  9  11  12  15  
583  9  1001  1002  1016  1017  1018  1  2  4  16  17  18  
584  3  1001  1002  1013  1014  1015  1  2  6  13  14  15  
585  5  1002  1004  1012  1014  1015  2  4  5  12  14  15  
586  6  1001  1002  1011  1017  1018  1  2  10  11  17  18  
587  9  1001  1004  1012  1015  1016  1  4  6  12  15  16  
588  6  1004  1007  1012  1015  1018  4  7  9  12  15  18  
589  1  1001  1005  1014  1017  1018  1  5  10  14  17  18  
590  3  1004  1005  1015  1017  1018  4  5  6  15  17  18  
591  8  1004  1007  1011  1012  1018  4  7  9  11  12  18  
592  3  1001  1003  1011  1012  1014  1  3  7  11  12  14  
593  10  1002  1003  1016  1017  1018  2  3  5  16  17  18  
594  8  1001  1002  1011  1012  1016  1  2  6  11  12  16  
595  8  1002  1007  1014  1016  1018  2  7  8  14  16  18  
596  3  1002  1003  1013  1016  1018  2  3  9  13  16  18  
597  5  1003  1004  1011  1015  1017  3  4  5  11  15  17  
598  6  1001  1004  1013  1016  1017  1  4  9  13  16  17  
599  2  1005  1006  1011  1012  1016  5  6  9  11  12  16  
600  3  1004  1006  1011  1013  1016  4  6  8  11  13  16  
601  5  1001  1005  1011  1012  1018  1  5  7  11  12  18  
602  6  1003  1006  1012  1014  1017  3  6  10  12  14  17  
603  8  1003  1005  1011  1013  1014  3  5  9  11  13  14  
604  3  1001  1002  1013  1015  1016  1  2  8  13  15  16  
605  9  1002  1005  1011  1012  1014  2  5  9  11  12  14  
606  6  1001  1002  1012  1013  1018  1  2  3  12  13  18  
607  9  1001  1003  1014  1017  1018  1  3  9  14  17  18  
608  6  1002  1003  1011  1012  1018  2  3  8  11  12  18  
609  5  1001  1002  1013  1014  1017  1  2  5  13  14  17  
610  5  1001  1003  1011  1012  1014  1  3  6  11  12  14  
611  8  1002  1006  1011  1013  1018  2  6  10  11  13  18  
612  4  1004  1007  1015  1016  1017  4  7  9  15  16  17  
613  5  1004  1005  1013  1015  1017  4  5  9  13  15  17  
614  2  1001  1002  1012  1016  1017  1  2  4  12  16  17  
615  2  1006  1007  1012  1013  1015  6  7  8  12  13  15  
616  5  1006  1007  1013  1016  1017  6  7  8  13  16  17  
617  6  1001  1002  1012  1014  1018  1  2  6  12  14  18  
618  3  1001  1002  1011  1012  1018  1  2  3  11  12  18  
619  10  1002  1003  1011  1017  1018  2  3  8  11  17  18  
620  10  1004  1007  1011  1013  1014  4  7  8  11  13  14  
621  8  1003  1004  1014  1015  1017  3  4  10  14  15  17  
622  3  1004  1005  1013  1014  1015  4  5  7  13  14  15  
623  10  1001  1002  1011  1017  1018  1  2  5  11  17  18  
624  5  1005  1006  1011  1014  1018  5  6  10  11  14  18  
625  9  1002  1007  1011  1012  1015  2  7  9  11  12  15  
626  6  1001  1002  1013  1016  1018  1  2  5  13  16  18  
627  1  1001  1005  1014  1016  1017  1  5  9  14  16  17  
628  10  1002  1007  1011  1017  1018  2  7  9  11  17  18  
629  2  1002  1004  1014  1017  1018  2  4  5  14  17  18  
630  9  1001  1005  1012  1017  1018  1  5  8  12  17  18  
631  1  1001  1002  1012  1016  1018  1  2  7  12  16  18  
632  6  1004  1005  1012  1014  1017  4  5  9  12  14  17  
633  2  1004  1006  1011  1012  1014  4  6  8  11  12  14  
634  8  1002  1003  1012  1014  1015  2  3  5  12  14  15  
635  5  1001  1002  1014  1015  1017  1  2  3  14  15  17  
636  10  1002  1003  1015  1016  1018  2  3  8  15  16  18  
637  2  1001  1003  1011  1012  1016  1  3  9  11  12  16  
638  4  1003  1007  1011  1017  1018  3  7  9  11  17  18  
639  3  1002  1004  1012  1015  1018  2  4  5  12  15  18  
640  7  1005  1007  1013  1017  1018  5  7  9  13  17  18  
641  1  1001  1003  1011  1014  1016  1  3  5  11  14  16  
642  3  1001  1002  1011  1012  1016  1  2  6  11  12  16  
643  10  1003  1005  1015  1017  1018  3  5  6  15  17  18  
644  8  1005  1006  1011  1015  1017  5  6  8  11  15  17  
645  10  1004  1007  1014  1016  1018  4  7  8  14  16  18  
646  10  1001  1002  1012  1013  1018  1  2  8  12  13  18  
647  3  1003  1004  1011  1014  1016  3  4  6  11  14  16  
648  10  1004  1006  1013  1016  1018  4  6  7  13  16  18  
649  8  1003  1007  1011  1013  1018  3  7  9  11  13  18  
650  5  1006  1007  1014  1016  1017  6  7  8  14  16  17  
651  10  1002  1003  1011  1012  1016  2  3  4  11  12  16  
652  10  1001  1003  1013  1015  1017  1  3  9  13  15  17  
653  2  1003  1006  1013  1017  1018  3  6  8  13  17  18  
654  8  1004  1006  1011  1013  1014  4  6  10  11  13  14  
655  5  1001  1002  1011  1012  1018  1  2  4  11  12  18  
656  1  1002  1007  1012  1015  1017  2  7  9  12  15  17  
657  4  1002  1005  1014  1017  1018  2  5  10  14  17  18  
658  2  1006  1007  1013  1014  1015  6  7  10  13  14  15  
659  9  1005  1007  1011  1012  1018  5  7  9  11  12  18  
660  8  1004  1006  1016  1017  1018  4  6  9  16  17  18  
661  8  1001  1006  1011  1012  1015  1  6  10  11  12  15  
662  1  1001  1002  1011  1013  1014  1  2  7  11  13  14  
663  10  1002  1005  1012  1013  1017  2  5  6  12  13  17  
664  2  1001  1005  1011  1015  1016  1  5  10  11  15  16  
665  5  1002  1003  1013  1016  1018  2  3  10  13  16  18  
666  7  1003  1004  1011  1014  1015  3  4  9  11  14  15  
667  8  1005  1006  1012  1015  1018  5  6  8  12  15  18  
668  2  1001  1005  1013  1015  1017  1  5  6  13  15  17  
669  6  1005  1006  1011  1012  1013  5  6  8  11  12  13  
670  8  1001  1006  1011  1013  1017  1  6  9  11  13  17  
671  10  1005  1006  1013  1016  1018  5  6  10  13  16  18  
672  5  1002  1005  1011  1012  1013  2  5  6  11  12  13  
673  2  1002  1006  1011  1015  1017  2  6  10  11  15  17  
674  3  1004  1005  1013  1015  1016  4  5  7  13  15  16  
675  10  1001  1002  1011  1012  1018  1  2  4  11  12  18  
676  2  1006  1007  1011  1012  1015  6  7  8  11  12  15  
677  2  1004  1007  1011  1013  1017  4  7  9  11  13  17  
678  2  1003  1006  1011  1013  1016  3  6  9  11  13  16  
679  6  1002  1005  1013  1015  1018  2  5  7  13  15  18  
680  6  1003  1007  1011  1016  1017  3  7  8  11  16  17  
681  7  1001  1002  1013  1015  1017  1  2  6  13  15  17  
682  9  1002  1007  1011  1014  1016  2  7  9  11  14  16  
683  2  1001  1006  1012  1013  1016  1  6  9  12  13  16  
684  4  1002  1003  1011  1017  1018  2  3  5  11  17  18  
685  8  1002  1003  1012  1014  1015  2  3  9  12  14  15  
686  1  1001  1002  1014  1017  1018  1  2  4  14  17  18  
687  10  1004  1007  1011  1012  1014  4  7  10  11  12  14  
688  9  1001  1002  1012  1013  1018  1  2  7  12  13  18  
689  10  1002  1007  1011  1012  1018  2  7  10  11  12  18  
690  9  1001  1002  1013  1015  1018  1  2  8  13  15  18  
691  3  1001  1002  1013  1016  1018  1  2  8  13  16  18  
692  1  1001  1007  1011  1014  1017  1  7  8  11  14  17  
693  1  1001  1002  1012  1013  1016  1  2  10  12  13  16  
694  5  1002  1003  1012  1013  1018  2  3  8  12  13  18  
695  7  1003  1004  1012  1013  1017  3  4  8  12  13  17  
696  5  1002  1003  1014  1016  1017  2  3  5  14  16  17  
697  3  1003  1007  1015  1017  1018  3  7  8  15  17  18  
698  10  1002  1003  1013  1014  1016  2  3  6  13  14  16  
699  8  1003  1005  1011  1012  1013  3  5  7  11  12  13  
700  3  1001  1002  1012  1016  1017  1  2  6  12  16  17  
701  9  1003  1006  1012  1013  1016  3  6  8  12  13  16  
702  4  1001  1002  1016  1017  1018  1  2  9  16  17  18  
703  3  1003  1006  1012  1013  1015  3  6  9  12  13  15  
704  6  1001  1005  1013  1014  1018  1  5  10  13  14  18  
705  1  1002  1005  1012  1014  1015  2  5  6  12  14  15  
706  3  1002  1003  1011  1014  1017  2  3  5  11  14  17  
707  6  1004  1005  1011  1015  1017  4  5  9  11  15  17  
708  10  1003  1006  1011  1014  1018  3  6  8  11  14  18  
709  5  1003  1006  1013  1015  1018  3  6  7  13  15  18  
710  5  1002  1003  1013  1016  1017  2  3  6  13  16  17  
711  3  1003  1007  1012  1013  1017  3  7  9  12  13  17  
712  2  1001  1002  1011  1012  1017  1  2  5  11  12  17  
713  3  1001  1004  1015  1016  1018  1  4  7  15  16  18  
714  1  1002  1007  1011  1012  1017  2  7  9  11  12  17  
715  7  1001  1002  1016  1017  1018  1  2  6  16  17  18  
716  4  1005  1007  1013  1017  1018  5  7  9  13  17  18  
717  5  1001  1002  1015  1017  1018  1  2  4  15  17  18  
718  4  1001  1004  1013  1015  1018  1  4  10  13  15  18  
719  9  1004  1006  1011  1014  1017  4  6  8  11  14  17  
720  5  1001  1007  1011  1012  1017  1  7  9  11  12  17  
721  4  1001  1002  1015  1017  1018  1  2  4  15  17  18  
722  7  1001  1003  1011  1014  1015  1  3  10  11  14  15  
723  8  1004  1005  1011  1012  1013  4  5  8  11  12  13  
724  3  1001  1004  1011  1014  1015  1  4  5  11  14  15  
725  6  1001  1002  1012  1015  1017  1  2  7  12  15  17  
726  1  1001  1002  1011  1017  1018  1  2  10  11  17  18  
727  10  1001  1003  1015  1016  1018  1  3  6  15  16  18  
728  2  1002  1005  1013  1017  1018  2  5  9  13  17  18  
729  2  1001  1005  1011  1017  1018  1  5  10  11  17  18  
730  10  1001  1002  1011  1012  1013  1  2  7  11  12  13  
731  5  1002  1004  1011  1016  1017  2  4  10  11  16  17  
732  6  1001  1004  1013  1017  1018  1  4  9  13  17  18  
733  3  1001  1003  1011  1017  1018  1  3  7  11  17  18  
734  7  1002  1003  1014  1017  1018  2  3  5  14  17  18  
735  4  1002  1003  1013  1015  1018  2  3  7  13  15  18  
